...1,INCIDENT_ID,INCIDENT_NUMBER,INCIDENT_NAME,INCTYP_ABBREVIATION,FINAL_ACRES,CAUSE,COMPLEX,DISCOVERY_DATE,DISCOVERY_DOY,EXPECTED_CONTAINMENT_DATE,FATALITIES,FUEL_MODEL,INCIDENT_DESCRIPTION,INC_IDENTIFIER,INJURIES_TOTAL,LL_CONFIDENCE,LL_UPDATE,LOCAL_TIMEZONE,POO_CITY,POO_COUNTY,POO_LATITUDE,POO_LONGITUDE,POO_SHORT_LOCATION_DESC,POO_STATE,PROJECTED_FINAL_IM_COST,START_YEAR,SUPPRESSION_METHOD,STR_DAMAGED_TOTAL,STR_DAMAGED_COMM_TOTAL,STR_DAMAGED_RES_TOTAL,STR_DESTROYED_TOTAL,STR_DESTROYED_COMM_TOTAL,STR_DESTROYED_RES_TOTAL,FATALITIES_RESPONDER,FATALITIES_PUBLIC,FINAL_REPORT_DATE,INCIDENT_ID_OLD,INC_MGMT_NUM_SITREPS,PEAK_EVACUATIONS,STR_THREATENED_MAX,STR_THREATENED_COMM_MAX,STR_THREATENED_RES_MAX,TOTAL_AERIAL_SUM,TOTAL_PERSONNEL_SUM,WF_PEAK_AERIAL,WF_PEAK_AERIAL_DATE,WF_PEAK_AERIAL_DOY,WF_PEAK_PERSONNEL,WF_PEAK_PERSONNEL_DATE,WF_PEAK_PERSONNEL_DOY,WF_CESSATION_DATE,WF_CESSATION_DOY,WF_MAX_FSR,WF_MAX_GROWTH_DATE,WF_MAX_GROWTH_DOY,WF_GROWTH_DURATION,SUP_SERIES,SUP_METHOD_INITIAL,SUP_METHOD_FINAL,SUP_PERCENT_FS,FOD_ID_LIST,FOD_FIRE_NUM,MTBS_FIRE_LIST,FOD_DISCOVERY_DOY,FOD_CONTAIN_DOY,FOD_CAUSE,FOD_FINAL_ACRES,FOD_FIRE_LIST,FOD_COORD_LIST,FOD_CAUSE_NUM,FOD_COORD_NUM,MTBS_FIRE_NUM,LRGST_FOD_ID,LRGST_FOD_LATITUDE,LRGST_FOD_LONGITUDE,LRGST_MTBS_FIRE_INFO,LRGST_FOD_COORDS
101,1999_CA-PNF-1090_FRRD COMPLEX,CA-PNF-1090,FRRD COMPLEX,WF,3805,L,TRUE,1999-08-23T00:00:00Z,235,NA,0,NA,NA,NA,0,N,TRUE,NA,NA,NA,NA,NA,OROVILLE,CA,5366061,1999,NA,0,0,0,0,0,0,NA,NA,1999-09-02T00:00:00Z,NA,10,NA,NA,NA,NA,51,8110,10,1999-08-28T00:00:00Z,240,1467,1999-08-30T00:00:00Z,242,1999-08-29T00:00:00Z,241,3210,1999-08-25T00:00:00Z,237,6,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",NA,NA,0,"[121734, 121735, 121736, 121737]",4,"['CA3970712103719990823-FRRD COMPLEX (DEVILS GAP)'
 'CA3962812129919990823-FRRD COMPLEX (BEAN)']",235,271,['Natural'],3400,"[{'ID': 121734, 'MTBS_ID': 'CA3970712103719990823(FRRD COMPLEX (DEVILS GAP))', 'COORDS': (39.68444444, -121.0508333), 'CAUSE': 'Natural', 'SIZE': 1450.0, 'DISC': 235, 'CONT': 271.0}, {'ID': 121735, 'COORDS': (39.61805556, -121.08388889999999), 'CAUSE': 'Natural', 'SIZE': 467.0, 'DISC': 235, 'CONT': 249.0}, {'ID': 121736, 'COORDS': (39.83361111, -121.36694440000001), 'CAUSE': 'Natural', 'SIZE': 8.0, 'DISC': 235, 'CONT': 236.0}, {'ID': 121737, 'MTBS_ID': 'CA3962812129919990823(FRRD COMPLEX (BEAN))', 'COORDS': (39.62916667, -121.2913889), 'CAUSE': 'Natural', 'SIZE': 1475.0, 'DISC': 235, 'CONT': 245.0}]","[(39.68444444, -121.0508333) (39.61805556, -121.08388889999999)
 (39.83361111, -121.36694440000001) (39.62916667, -121.2913889)]",1,4,2,121737,39.62916667,-121.2913889,CA3962812129919990823(FRRD COMPLEX (BEAN)),"(39.62916667, -121.2913889)"
102,1999_CA-PNF-1091_MHRD COMPLEX,CA-PNF-1091,MHRD COMPLEX,WF,46143,L,TRUE,1999-08-23T00:00:00Z,235,9/14,0,NA,NA,NA,0,NA,NA,NA,NA,NA,39.93333333333333,-120.93333333333334,QUINCY,CA,27575045,1999,NA,0,0,0,0,0,0,NA,NA,1999-09-15T00:00:00Z,NA,23,NA,NA,NA,NA,86,58177,13,1999-09-05T00:00:00Z,248,7536,1999-09-12T00:00:00Z,255,1999-09-13T00:00:00Z,256,8052,1999-09-11T00:00:00Z,254,21,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",NA,NA,0,"[121695, 121699, 121700, 121701, 121702, 121703, 121704, 121721, 121723, 121724]",10,"['CA3988512131319990823-MHRD COMPLEX (BUCKS)'
 'CA3989112033819990824-MHRD COMPLEX (HORTON 2)'
 'CA3983412102119990823-MHRD COMPLEX (PIGEON)'
 'CA3984912109419990823-MHRD COMPLEX (LOOKOUT)']",235,283,['Natural' 'Equipment and vehicle use'],47142.2,"[{'ID': 121695, 'COORDS': (39.88527778, -120.96722220000001), 'CAUSE': 'Natural', 'SIZE': 172.0, 'DISC': 235, 'CONT': 238.0}, {'ID': 121699, 'MTBS_ID': 'CA3988512131319990823(MHRD COMPLEX (BUCKS))', 'COORDS': (39.88472222, -121.35), 'CAUSE': 'Natural', 'SIZE': 1001.0, 'DISC': 235, 'CONT': 283.0}, {'ID': 121700, 'COORDS': (39.90055556, -121.35166670000001), 'CAUSE': 'Natural', 'SIZE': 4.0, 'DISC': 235, 'CONT': 236.0}, {'ID': 121701, 'COORDS': (39.85222222, -120.98472220000001), 'CAUSE': 'Natural', 'SIZE': 110.0, 'DISC': 235, 'CONT': 236.0}, {'ID': 121702, 'MTBS_ID': 'CA3988512131319990823(MHRD COMPLEX (BUCKS))', 'COORDS': (39.90166667, -121.31666670000001), 'CAUSE': 'Natural', 'SIZE': 34175.0, 'DISC': 235, 'CONT': 283.0}, {'ID': 121703, 'COORDS': (39.93472222, -121.235), 'CAUSE': 'Natural', 'SIZE': 1.0, 'DISC': 235, 'CONT': 283.0}, {'ID': 121704, 'COORDS': (39.93333333, -121.13333329999999), 'CAUSE': 'Natural', 'SIZE': 0.2, 'DISC': 235, 'CONT': 236.0}, {'ID': 121721, 'MTBS_ID': 'CA3989112033819990824(MHRD COMPLEX (HORTON 2))', 'COORDS': (39.88472222, -120.35083329999999), 'CAUSE': 'Equipment and vehicle use', 'SIZE': 4336.0, 'DISC': 236, 'CONT': 250.0}, {'ID': 121723, 'MTBS_ID': 'CA3983412102119990823(MHRD COMPLEX (PIGEON))', 'COORDS': (39.83416667, -121.03333329999998), 'CAUSE': 'Natural', 'SIZE': 4713.0, 'DISC': 235, 'CONT': 260.0}, {'ID': 121724, 'MTBS_ID': 'CA3984912109419990823(MHRD COMPLEX (LOOKOUT))', 'COORDS': (39.83388889, -121.08555559999999), 'CAUSE': 'Natural', 'SIZE': 2630.0, 'DISC': 235, 'CONT': 283.0}]","[(39.88527778, -120.96722220000001) (39.88472222, -121.35)
 (39.90055556, -121.35166670000001) (39.85222222, -120.98472220000001)
 (39.90166667, -121.31666670000001) (39.93472222, -121.235)
 (39.93333333, -121.13333329999999) (39.88472222, -120.35083329999999)
 (39.83416667, -121.03333329999998) (39.83388889, -121.08555559999999)]",2,10,4,121702,39.90166667,-121.3166667,CA3988512131319990823(MHRD COMPLEX (BUCKS)),"(39.90166667, -121.31666670000001)"
119,1999_CA-RCC-6711_SHASTA-TRINITY RANGER UNIT,CA-RCC-6711,SHASTA-TRINITY RANGER UNIT,WF,2500,L,TRUE,1999-08-23T00:00:00Z,235,8/31,0,NA,NA,NA,0,H,TRUE,NA,NA,NA,40.6882,-40.6882,Shasta-Trinity Ranger Unit,CA,NA,1999,NA,0,0,0,0,0,0,NA,NA,1999-08-31T00:00:00Z,NA,8,NA,30,NA,15,40,4800,5,1999-08-24T00:00:00Z,236,600,1999-08-24T00:00:00Z,236,1999-08-27T00:00:00Z,239,1275,1999-08-24T00:00:00Z,236,4,"[nan, nan, nan, nan, nan, nan, nan, nan]",NA,NA,0,"[118766, 221979, 222012]",3,NA,235,254,['Natural'],1595,"[{'ID': 118766, 'COORDS': (40.73583333, -122.43361110000001), 'CAUSE': 'Natural', 'SIZE': 500.0, 'DISC': 235, 'CONT': 242.0}, {'ID': 221979, 'COORDS': (40.7749, -122.5511), 'CAUSE': 'Natural', 'SIZE': 288.0, 'DISC': 235, 'CONT': 237.0}, {'ID': 222012, 'COORDS': (40.6882, -122.5128), 'CAUSE': 'Natural', 'SIZE': 807.0, 'DISC': 235, 'CONT': 254.0}]","[(40.73583333, -122.43361110000001) (40.7749, -122.5511)
 (40.6882, -122.5128)]",1,3,0,222012,40.6882,-122.5128,NA,"(40.6882, -122.5128)"
121,1999_CA-RCC-8174_BUTTE RANGER UNIT (BTU-8174),CA-RCC-8174,BUTTE RANGER UNIT (BTU-8174),WF,33924,L,TRUE,1999-08-23T00:00:00Z,235,8/30,0,NA,NA,NA,0,N,TRUE,NA,NA,NA,NA,NA,Various locations in BTU,CA,7485137,1999,NA,0,0,0,0,0,0,NA,NA,1999-08-31T00:00:00Z,NA,9,NA,80,10,55,13,14227,4,1999-08-23T00:00:00Z,235,2447,1999-08-28T00:00:00Z,240,1999-08-28T00:00:00Z,240,17835,1999-08-27T00:00:00Z,239,5,"[nan, nan, nan, nan, nan, nan, nan, nan, nan]",NA,NA,0,"[221948, 221962, 221969, 221971, 222008, 1350115, 1350117]",7,"['CA3985912169919990822-WOODLAND' 'CA3975712171519990823-DOE MILL'
 'CA3953212141419990823-SOUTH' 'CA3964512147619990823-BLOOMER'
 'CA3983712174919990823-MUSTY']",235,248,['Natural'],32407,"[{'ID': 221948, 'MTBS_ID': 'CA3985912169919990822(WOODLAND)', 'COORDS': (39.85105, -121.7042), 'CAUSE': 'Natural', 'SIZE': 995.0, 'DISC': 235, 'CONT': 248.0}, {'ID': 221962, 'MTBS_ID': 'CA3975712171519990823(DOE MILL)', 'COORDS': (39.73488, -121.7361), 'CAUSE': 'Natural', 'SIZE': 10857.0, 'DISC': 235, 'CONT': 248.0}, {'ID': 221969, 'COORDS': (39.59175, -121.40026100000001), 'CAUSE': 'Natural', 'SIZE': 736.0, 'DISC': 235, 'CONT': 248.0}, {'ID': 221971, 'MTBS_ID': 'CA3953212141419990823(SOUTH)', 'COORDS': (39.53322, -121.41941000000001), 'CAUSE': 'Natural', 'SIZE': 1572.0, 'DISC': 235, 'CONT': 248.0}, {'ID': 222008, 'MTBS_ID': 'CA3964512147619990823(BLOOMER)', 'COORDS': (39.64822, -121.47441), 'CAUSE': 'Natural', 'SIZE': 2590.0, 'DISC': 235, 'CONT': 248.0}, {'ID': 1350115, 'MTBS_ID': 'CA3983712174919990823(MUSTY)', 'COORDS': (39.80611111, -121.7588889), 'CAUSE': 'Natural', 'SIZE': 2005.0, 'DISC': 235, 'CONT': 'unknown'}, {'ID': 1350117, 'MTBS_ID': 'CA3983712174919990823(MUSTY)', 'COORDS': (39.83611111, -121.72194440000001), 'CAUSE': 'Natural', 'SIZE': 13652.0, 'DISC': 235, 'CONT': 'unknown'}]","[(39.85105, -121.7042) (39.73488, -121.7361)
 (39.59175, -121.40026100000001) (39.53322, -121.41941000000001)
 (39.64822, -121.47441) (39.80611111, -121.7588889)
 (39.83611111, -121.72194440000001)]",1,7,5,1350117,39.83611111,-121.7219444,CA3983712174919990823(MUSTY),"(39.83611111, -121.72194440000001)"
124,1999_CA-RCC-_TEHAMA GLENN RANGER UNIT,CA-RCC-,TEHAMA GLENN RANGER UNIT,WF,35400,L,TRUE,1999-08-23T00:00:00Z,235,8/28,0,NA,NA,NA,0,H,TRUE,NA,NA,NA,40.300556,-40.300556,Tehama Glenn Ranger Unit,CA,1740000,1999,NA,0,0,0,0,0,0,NA,NA,1999-08-30T00:00:00Z,NA,8,NA,2,2,NA,56,4521,10,1999-08-27T00:00:00Z,239,643,1999-08-27T00:00:00Z,239,1999-08-28T00:00:00Z,240,19466,1999-08-27T00:00:00Z,239,5,"[nan, nan, nan, nan, nan, nan, nan, nan]",NA,NA,0,[120389],1,['CA4028412194519990823-TEHAMA-GLENN COMPLEX (DEHAVEN GULCH)'],235,243,['Equipment and vehicle use'],17000,"[{'ID': 120389, 'MTBS_ID': 'CA4028412194519990823(TEHAMA-GLENN COMPLEX (DEHAVEN GULCH))', 'COORDS': (40.30055556, -121.83166670000001), 'CAUSE': 'Equipment and vehicle use', 'SIZE': 17000.0, 'DISC': 235, 'CONT': 243.0}]","[(40.30055556, -121.83166670000001)]",1,1,1,120389,40.30055556,-121.8316667,CA4028412194519990823(TEHAMA-GLENN COMPLEX (DEHAVEN GULCH)),"(40.30055556, -121.83166670000001)"
140,1999_CA-SHF-6554_HIGH COMPLEX,CA-SHF-6554,HIGH COMPLEX,WF,38086,L,TRUE,1999-08-23T00:00:00Z,235,09/07/1999,0,NA,NA,NA,0,NA,NA,NA,NA,NA,40.95,-122.31666666666666,22 MI NORTH OF REDDING,CA,17349000,1999,NA,0,0,0,0,0,0,NA,NA,1999-09-11T00:00:00Z,NA,19,NA,890,30,890,128,24452,12,1999-09-01T00:00:00Z,244,2106,1999-08-28T00:00:00Z,240,1999-09-06T00:00:00Z,249,8500,1999-08-28T00:00:00Z,240,14,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",NA,NA,0,"[118742, 118745, 118777, 118805, 118808, 118810, 118828, 118843]",8,"['CA4087512243119990823-SUGAR' 'CA4084112245519990823-JACKASS'
 'CA4078612244619990823-BOHEMOTASH' 'CA4096712232419990823-HIGH COMPLEX'
 'CA4097312250819990823-REPTILE' 'CA4091212248019990823-LUNCH'
 'CA4088012247819990823-SHEEP 1']",235,278,['Natural'],33559,"[{'ID': 118742, 'MTBS_ID': 'CA4087512243119990823(SUGAR)', 'COORDS': (40.86583333, -122.43555559999999), 'CAUSE': 'Natural', 'SIZE': 5440.0, 'DISC': 235, 'CONT': 250.0}, {'ID': 118745, 'MTBS_ID': 'CA4084112245519990823(JACKASS)', 'COORDS': (40.83555556, -122.43444440000002), 'CAUSE': 'Natural', 'SIZE': 5760.0, 'DISC': 235, 'CONT': 250.0}, {'ID': 118777, 'MTBS_ID': 'CA4078612244619990823(BOHEMOTASH)', 'COORDS': (40.78361111, -122.4675), 'CAUSE': 'Natural', 'SIZE': 14090.0, 'DISC': 235, 'CONT': 250.0}, {'ID': 118805, 'MTBS_ID': 'CA4096712232419990823(HIGH COMPLEX)', 'COORDS': (40.95138889, -122.30138889999999), 'CAUSE': 'Natural', 'SIZE': 3082.0, 'DISC': 235, 'CONT': 278.0}, {'ID': 118808, 'COORDS': (40.90222222, -122.4677778), 'CAUSE': 'Natural', 'SIZE': 700.0, 'DISC': 235, 'CONT': 278.0}, {'ID': 118810, 'MTBS_ID': 'CA4097312250819990823(REPTILE)', 'COORDS': (40.96888889, -122.51694440000001), 'CAUSE': 'Natural', 'SIZE': 1674.0, 'DISC': 235, 'CONT': 278.0}, {'ID': 118828, 'MTBS_ID': 'CA4091212248019990823(LUNCH)', 'COORDS': (40.91722222, -122.4677778), 'CAUSE': 'Natural', 'SIZE': 1533.0, 'DISC': 235, 'CONT': 278.0}, {'ID': 118843, 'MTBS_ID': 'CA4088012247819990823(SHEEP 1)', 'COORDS': (40.86916667, -122.5025), 'CAUSE': 'Natural', 'SIZE': 1280.0, 'DISC': 235, 'CONT': 262.0}]","[(40.86583333, -122.43555559999999) (40.83555556, -122.43444440000002)
 (40.78361111, -122.4675) (40.95138889, -122.30138889999999)
 (40.90222222, -122.4677778) (40.96888889, -122.51694440000001)
 (40.91722222, -122.4677778) (40.86916667, -122.5025)]",1,8,7,118777,40.78361111,-122.4675,CA4078612244619990823(BOHEMOTASH),"(40.78361111, -122.4675)"
141,1999_CA-SHF-6588_BIG BAR COMPLEX,CA-SHF-6588,BIG BAR COMPLEX,WF,140948,L,TRUE,1999-08-23T00:00:00Z,235,11/03/1999,0,NA,NA,NA,0,NA,NA,NA,NA,NA,41.03333333333333,-123.38333333333334,28 MI NW OF WEAVERVILLE,CA,75790000,1999,NA,0,0,0,0,0,0,NA,NA,1999-11-10T00:00:00Z,NA,76,NA,12,NA,12,636,112148,14,1999-09-25T00:00:00Z,268,3331,1999-10-26T00:00:00Z,299,1999-10-25T00:00:00Z,298,9631,1999-09-28T00:00:00Z,271,63,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",NA,NA,0,[118826],1,['CA4104812343519990823-MEGRAM- ORLEANS'],235,307,['Natural'],124898,"[{'ID': 118826, 'MTBS_ID': 'CA4104812343519990823(MEGRAM- ORLEANS)', 'COORDS': (41.1025, -123.375), 'CAUSE': 'Natural', 'SIZE': 124898.0, 'DISC': 235, 'CONT': 307.0}]","[(41.1025, -123.375)]",1,1,1,118826,41.1025,-123.375,CA4104812343519990823(MEGRAM- ORLEANS),"(41.1025, -123.375)"
143,1999_CA-SQF-003206_RICH BAR COMPLEX,CA-SQF-003206,RICH BAR COMPLEX,WF,2570,H,TRUE,1999-09-08T00:00:00Z,251,9/9 1800,0,NA,NA,NA,0,H,TRUE,NA,NA,NA,35.48333333,-35.48333333,20 miles E. of Bakersfield on Hwy. 178,CA,NA,1999,NA,0,0,0,0,0,0,NA,NA,1999-09-10T00:00:00Z,NA,3,NA,NA,NA,NA,3,1146,3,1999-09-10T00:00:00Z,253,612,1999-09-09T00:00:00Z,252,1999-09-10T00:00:00Z,253,1800,1999-09-09T00:00:00Z,252,2,"[nan, nan, nan]",NA,NA,0,[122266],1,['CA3545111876719990908-RICH BAR COMPLEX'],251,254,['Missing data/not specified/undetermined'],2570,"[{'ID': 122266, 'MTBS_ID': 'CA3545111876719990908(RICH BAR COMPLEX)', 'COORDS': (35.48333333, -118.7), 'CAUSE': 'Missing data/not specified/undetermined', 'SIZE': 2570.0, 'DISC': 251, 'CONT': 254.0}]","[(35.48333333, -118.7)]",1,1,1,122266,35.48333333,-118.7,CA3545111876719990908(RICH BAR COMPLEX),"(35.48333333, -118.7)"
144,1999_CA-STF-1629_CARMOKE,CA-STF-,CARMOKE,WFU,618,L,TRUE,1999-08-06T00:00:00Z,218,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,38.53333333333333,-119.9,EAST OF BEAR VALLEY,CA,NA,1999,NA,0,0,0,0,0,0,NA,NA,1999-09-02T00:00:00Z,NA,11,NA,NA,NA,NA,10,406,3,1999-08-16T00:00:00Z,228,89,1999-08-16T00:00:00Z,228,1999-08-28T00:00:00Z,240,171,1999-08-20T00:00:00Z,232,22,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",NA,NA,0,"[115129, 115130, 115133, 115156, 115166]",5,['CA3844211991219990810-HIRAM'],218,335,['Natural'],3202.4,"[{'ID': 115129, 'MTBS_ID': 'CA3844211991219990810(HIRAM)', 'COORDS': (38.45027778, -119.88333329999999), 'CAUSE': 'Natural', 'SIZE': 2843.0, 'DISC': 222, 'CONT': 335.0}, {'ID': 115130, 'COORDS': (38.54222222, -119.91722220000001), 'CAUSE': 'Natural', 'SIZE': 326.0, 'DISC': 218, 'CONT': 284.0}, {'ID': 115133, 'COORDS': (38.44416667, -119.8925), 'CAUSE': 'Natural', 'SIZE': 33.0, 'DISC': 234, 'CONT': 236.0}, {'ID': 115156, 'COORDS': (38.35027778, -119.76777779999999), 'CAUSE': 'Natural', 'SIZE': 0.3, 'DISC': 222, 'CONT': 245.0}, {'ID': 115166, 'COORDS': (38.46472222, -119.79055559999999), 'CAUSE': 'Natural', 'SIZE': 0.1, 'DISC': 235, 'CONT': 245.0}]","[(38.45027778, -119.88333329999999) (38.54222222, -119.91722220000001)
 (38.44416667, -119.8925) (38.35027778, -119.76777779999999)
 (38.46472222, -119.79055559999999)]",1,5,1,115129,38.45027778,-119.8833333,CA3844211991219990810(HIRAM),"(38.45027778, -119.88333329999999)"
153,1999_CA-YNP-130_NORTH PARK COMPLEX,CA-YNP-130,NORTH PARK COMPLEX,WF,13553,L,TRUE,1999-07-14T00:00:00Z,195,NA,0,NA,NA,NA,0,N,TRUE,NA,NA,NA,NA,NA,NA,CA,1144247,1999,NA,0,0,0,0,0,0,NA,NA,1999-11-28T00:00:00Z,NA,45,NA,NA,NA,NA,NA,712,NA,1999-08-18T00:00:00Z,230,46,1999-09-12T00:00:00Z,255,1999-10-15T00:00:00Z,288,2700,1999-08-23T00:00:00Z,235,93,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",NA,NA,0,"[249008, 249019]",2,['CA3794011965019990810-NORTH PARK COMPLEX (LECONTE)'],195,NA,['Natural'],12571.2,"[{'ID': 249008, 'COORDS': (37.8471, -119.6146), 'CAUSE': 'Natural', 'SIZE': 865.8, 'DISC': 195, 'CONT': 'unknown'}, {'ID': 249019, 'MTBS_ID': 'CA3794011965019990810(NORTH PARK COMPLEX (LECONTE))', 'COORDS': (37.9308, -119.6149), 'CAUSE': 'Natural', 'SIZE': 11705.4, 'DISC': 222, 'CONT': 'unknown'}]","[(37.8471, -119.6146) (37.9308, -119.6149)]",1,2,1,249019,37.9308,-119.6149,CA3794011965019990810(NORTH PARK COMPLEX (LECONTE)),"(37.9308, -119.6149)"
154,1999_CA-YNP-131_SOUTH PARK COMPLEX,CA-YNP-131,SOUTH PARK COMPLEX,WF,1232,L,TRUE,1999-08-23T00:00:00Z,235,NA,0,NA,NA,NA,0,H,TRUE,NA,NA,NA,37.6288,-37.6288,NA,CA,NA,1999,NA,0,0,0,0,0,0,NA,NA,1999-09-08T00:00:00Z,NA,12,NA,NA,NA,NA,NA,NA,NA,1999-08-23T00:00:00Z,235,NA,1999-08-23T00:00:00Z,235,1999-09-01T00:00:00Z,244,475,1999-08-26T00:00:00Z,238,9,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",NA,NA,0,[249003],1,['CA3762911959119990711-SOUTH PARK COMPLEX'],192,NA,['Natural'],2299,"[{'ID': 249003, 'MTBS_ID': 'CA3762911959119990711(SOUTH PARK COMPLEX)', 'COORDS': (37.6288, -119.5835), 'CAUSE': 'Natural', 'SIZE': 2299.0, 'DISC': 192, 'CONT': 'unknown'}]","[(37.6288, -119.5835)]",1,1,1,249003,37.6288,-119.5835,CA3762911959119990711(SOUTH PARK COMPLEX),"(37.6288, -119.5835)"
169,1999_CO-GJD-344_BLACK RIDGE COMPLEX,UT-MOD-1540,WRIGLEY,WF,3711,L,TRUE,1999-07-01T00:00:00Z,183,7-6,0,NA,NA,NA,0,NA,NA,NA,NA,NA,39.06666666666667,-109.06666666666666,50 miles sw of Grand Junction,UT,NA,1999,NA,0,0,0,0,0,0,NA,NA,1999-07-08T00:00:00Z,NA,16,NA,NA,NA,NA,41,1041,5,1999-07-03T00:00:00Z,184,246,1999-07-07T00:00:00Z,188,1999-07-07T00:00:00Z,188,3242,1999-07-07T00:00:00Z,188,5,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",NA,NA,0,"[225793, 225804, 240248, 240249]",4,['CO3900410902419990702-TOMS CYN'],183,189,['Natural'],5921,"[{'ID': 225793, 'MTBS_ID': 'CO3900410902419990702(TOMS CYN)', 'COORDS': (39.0233, -108.9507), 'CAUSE': 'Natural', 'SIZE': 2152.0, 'DISC': 183, 'CONT': 189.0}, {'ID': 225804, 'MTBS_ID': 'CO3900410902419990702(TOMS CYN)', 'COORDS': (39.0233, -108.9507), 'CAUSE': 'Natural', 'SIZE': 2148.0, 'DISC': 183, 'CONT': 189.0}, {'ID': 240248, 'COORDS': (38.79136, -109.09071000000002), 'CAUSE': 'Natural', 'SIZE': 90.0, 'DISC': 183, 'CONT': 185.0}, {'ID': 240249, 'MTBS_ID': 'CO3900410902419990702(TOMS CYN)', 'COORDS': (38.985079999999996, -109.09208999999998), 'CAUSE': 'Natural', 'SIZE': 1531.0, 'DISC': 183, 'CONT': 188.0}]","[(39.0233, -108.9507) (38.79136, -109.09071000000002)
 (38.985079999999996, -109.09208999999998)]",1,3,1,225793,39.0233,-108.9507,CO3900410902419990702(TOMS CYN),"(39.0233, -108.9507)"
207,1999_FL-FNF-99004_FERRY COMPLEX,FL-FNF-99004,FERRY COMPLEX,WF,360,H,TRUE,1999-02-24T00:00:00Z,55,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,29.41666666666667,-81.68333333333334,"Silver Springs, FL",FL,83000,1999,NA,0,0,0,0,0,0,NA,NA,1999-03-17T00:00:00Z,NA,11,NA,4,NA,NA,7,180,1,1999-02-25T00:00:00Z,56,20,1999-02-25T00:00:00Z,56,1999-03-01T00:00:00Z,60,142,1999-02-25T00:00:00Z,56,5,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",NA,NA,0,[117016],1,NA,55,74,['Debris and open burning'],370,"[{'ID': 117016, 'COORDS': (29.41777778, -81.68444444), 'CAUSE': 'Debris and open burning', 'SIZE': 370.0, 'DISC': 55, 'CONT': 74.0}]","[(29.41777778, -81.68444444)]",1,1,0,117016,29.41777778,-81.68444444,NA,"(29.41777778, -81.68444444)"
208,1999_FL-FNF-99012_APALACHICOLA COMPLEX,FL-FNF-99012,APALACHICOLA COMPLEX,WF,9389,H,TRUE,1999-04-12T00:00:00Z,105,4/26/99,0,NA,NA,NA,0,L,TRUE,NA,NA,NA,30.3,-84.41666667,"Crawfordville, FL",FL,1500746,1999,NA,0,0,0,0,0,0,NA,NA,1999-05-01T00:00:00Z,NA,18,NA,3,NA,3,33,2036,3,1999-04-19T00:00:00Z,109,311,1999-04-23T00:00:00Z,113,1999-04-21T00:00:00Z,111,7272,1999-04-21T00:00:00Z,111,6,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",NA,NA,0,"[117053, 117124]",2,['FL3025308443519990415-COW HOUSE' 'FL3015108450519990412-OWL CREEK'],102,127,['Debris and open burning'],9299,"[{'ID': 117053, 'MTBS_ID': 'FL3025308443519990415(COW HOUSE)', 'COORDS': (30.26666667, -84.43333333), 'CAUSE': 'Debris and open burning', 'SIZE': 6675.0, 'DISC': 105, 'CONT': 127.0}, {'ID': 117124, 'MTBS_ID': 'FL3015108450519990412(OWL CREEK)', 'COORDS': (30.16833333, -84.49833333), 'CAUSE': 'Debris and open burning', 'SIZE': 2624.0, 'DISC': 102, 'CONT': 120.0}]","[(30.26666667, -84.43333333) (30.16833333, -84.49833333)]",1,2,2,117053,30.26666667,-84.43333333,FL3025308443519990415(COW HOUSE),"(30.26666667, -84.43333333)"
